20.12,20.11,20.12,20.11,20.10,20.11,20.12,20.12,20.11,20.10
16.96,16.97,16.97,16.98,16.97,16.97,16.97,16.95,16.96,16.96
15.08,15.07,15.09,15.08,15.08,15.07,15.09,15.08,15.08,15.08
12.09,12.10,12.11,12.10,12.10,12.12,12.10,12.11,12.10,12.10
10.96,10.98,10.98,10.97,10.96,10.95,10.98,10.99,10.98,10.97
07.03,07.04,07.06,07.04,07.04,07.05,07.06,07.04,07.04,07.05
04.85,04.84,04.86,04.86,04.85,04.87,04.84,04.85,04.84,04.83
01.95,01.96,01.96,01.95,01.94,01.93,01.95,01.95,01.95,01.94
