20.12,16.96,15.08,12.09,10.96,7.03,4.85,1.95
20.11,16.97,15.07,12.10,10.98,7.04,4.84,1.96
20.12,16.97,15.09,12.11,10.98,7.06,4.86,1.96
20.11,16.98,15.08,12.10,10.97,7.04,4.86,1.95
20.10,16.97,15.08,12.10,10.96,7.04,4.85,1.94
20.11,16.97,15.07,12.12,10.95,7.05,4.87,1.93
20.12,16.97,15.09,12.10,10.98,7.06,4.84,1.95
20.12,16.95,15.08,12.11,10.99,7.04,4.85,1.95
20.11,16.96,15.08,12.10,10.98,7.04,4.84,1.95
20.10,16.96,15.08,12.10,10.97,7.05,4.83,1.94
