20.04,20.05,20.04,20.03,20.04,20.05,20.04,20.03,20.05,20.04
14.80,14.81,14.85,14.82,14.81,14.81,14.79,14.81,14.79,14.80
10.00,10.01,10.00,10.01,10.02,10.01,10.00,10.01,10.02,10.00
05.02,05.01,05.00,05.01,05.02,05.03,05.03,05.04,05.02,05.02
