10,20,30,40
4.9223,5.7827,5.7889,5.8451
5.6868,5.7221,5.7733,5.8451
4.9163,5.7227,5.7745,5.8525
5.6908,5.7202,5.7716,5.8456
4.9222,5.7210,5.7750,5.8459
