50,40,30,20,10,1.5
1.2158,1.3703,1.5107,1.6406,1.7587,1.8516
1.2122,1.3690,1.5121,1.6403,1.7599,1.8525
1.2103,1.3705,1.5118,1.6403,1.7605,1.8518
1.2121,1.3703,1.5124,1.6402,1.7597,1.8516
1.2126,1.3706,1.5124,1.6408,1.7599,1.8518
1.2136,1.3704,1.5120,1.6400,1.7605,1.8523
